Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist Masters,-1,Data Scientist,"Do you enjoy design research and analytic frameworks? Use your creative and analytical skills to influence business leadership and get results. If this sounds like fun, we would love to hire someone with your skills and abilities.
As a Data Scientist, you'll be using Big Data and advanced analytics to direct the engagement of our business partners. Collaborate across functional partners and senior management to achieve various project objectives. We need someone who can execute research and analytics, including data source identification, processing, model/algorithm development. Ultimately you will be turning insights into impactful recommendations which will drive business value creation!
We need someone who is technically capable as a Data Scientist. You will get your hands dirty in the data, demonstrating artificial intelligence and analytic tools (R, Python, Scala, Spark, TensorFlow, Hadoop, KNIME, etc.) to unlock business building insights in our mountains of data. We are looking for you to be adept at demonstrating such technologies for solving ad hoc business problems, innovating on potential future solutions, and working with technology partners to translate your innovations into robust, scaled, analytic solutions.",Procter & Gamble,4.2,"Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Associate Data Scientist,-1,Data Scientist,"Agency :
Havas Edge San Diego
Job Description Summary :
Havas Edge is seeking an Associate Data Scientist to join our Analytics practice and support our Data Scientist with the development of accurate models that predict impact of tactical media activities on our clients’ business.

Our Analytics team provides insights and actionable results to a wide variety of stakeholders across the organization in support of their decision making. The team partners and collaborates with multiple departments across the company to design, develop and implement cutting-edge data pipelines, data products, data models, reports, analyses, and machine learning applications.

You will work with our Data Scientists, Analysts, Engineers, and internal stakeholders to ensure that the most relevant real-time and historical data is identified, tracked, analyzed, and made actionable across our client portfolio.

The key skills you will grow proficient in are Bayesian and statistical model building, optimization modeling, mathematics, and R/Python coding.
Permanent",Havas Media,3.6,"Carlsbad, CA",5001 to 10000 Employees,1978,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Senior Specialist-Data Scientist,-1,Data Scientist,"At AT&T, we’re connecting the world through the latest tech, top-of-the-line communications and the best in entertainment. Innovation powers all that we do, and our groundbreaking solutions deliver compelling communication and entertainment experiences to millions of customers worldwide. As part of our team, your next big idea could be our newest innovation. Here’s your opportunity to combine your passions for entertainment, media and technology to transform our company and your career.
The Data Scientist will use their talent breaking down business challenges into data-driven problems that guide improvements in sales process optimization, natural language processing, and automation opportunity identifications. They will utilize the latest artificial intelligence and statistical algorithms to create predictive models by detecting and exploiting patterns in massive datasets. They will also create data visualizations and give presentations that will help key stakeholders in their decision-making process.",AT&T,3.6,"Alpharetta Post Office, GA",10000+ Employees,1983,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"Lucid is a research technology (ResTech) platform that provides programmatic access to first-party data. With respondents in more than 100 countries, Lucid enables anyone, in any industry, to survey online audiences and get the answers they need. These answers reveal the sentiments, motivations, and behaviors of target demographics – data that can be used to build business strategies, measure the impact of digital advertising, publish research, and more. Founded in 2010, Lucid is headquartered in New Orleans, LA with offices throughout the US, Europe, and Asia.

As a Product Data Scientist you will have the opportunity to collaborate with product and engineering teams to work on Survey Design and Measurements, Identity, Trust & Safety and more. This includes product analyses, validation and establishing statistical methodology standards and development. The right candidate has the ability to independently research, develop and maintain products that align Lucid capabilities with market claims.",Lucid,2.6,"New Orleans, LA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"SentiLink is building the future of identity verification in the United States. The existing ways to determine if somebody is who they claim to be are too clunky, ineffective, and expensive, but we believe strongly that the future will be 10x better.

We’ve had tremendous traction and are growing extremely quickly. Already our real-time APIs have helped verify hundreds of millions of identities, beginning with financial services. We’ve raised over $15M from investors including a16z, Nyca partners, and Max Levchin, and current and former CEOs/CROs/CCOs of major US financial institutions. We’ve earned coverage and awards from CNBC, Bloomberg, Forbes, Business Insider, PYMNTS, American Banker, LendIt, and others. And we’ve even been a part of history-we were the first company to go live with the eCBSV and testified before the United States House of Representatives.

As a Data Scientist at SentiLink, you will build our core products: models that identify fraudsters. You will work with teams across the company to research new types of fraud, develop new products, and provide analysis to drive sales and marketing. This is a full-stack data science role, involving model development, analysis, and writing production code. You should be interested in having end-to-end ownership and a fast-moving environment where deep domain understanding drives development and unusual insights drive our competitive advantage rather than optimization of new machine learning methodologies.",SentiLink,-1,Remote,-1,-1,-1,-1,-1,-1
"Data Scientist, ML R&D",-1,Data Scientist,"LockerDome is an ad platform with a brain, designed specifically for performance-based advertising. The brain behind the platform is Neo, an in-house AI, which uses machine learning to process billions of data points and make intelligent decisions at lightning speed. Learn more at lockerdome.com.
As a Data Scientist on the ML R&D team, you will help design data models that enable decision making at scale.
Your skills should include:
Degree in a scientific or quantitative field, or proven proficiency in these areas
Strong understanding of statistics and how it can be used with the scientific method and bayesian statistics","LockerDome, Inc.",3.8,Remote,51 to 200 Employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,Employer Provided Salary:$77 - $87 Per Hour,Data Scientist,"We are looking for a qualified candidate to work as a part-time Data Scientist for a Government client in Washington, District of Columbia. The Data Scientist, will provide expertise in securely transferring big data into new formats to make it more appropriate for analysis with insights gained from analyzing volumes of government data and other proprietary data bases; create new, experimental frameworks to collect and analyze data; search through large data sets for usable information; create reports and presentations for investigative and auditing purposes; and correlate similar data to find actionable results.
Must have 1 of the following Certifications:
Coursera IBM Data Science Professional Certificate
Tableau Data Scientist Desktop Specialist
HarvardX’s Data Science Professional Certificate",World Services LLC,4.7,Remote,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"FocusKPI is seeking smart, curious, technically savvy and experienced candidates to join our cutting-edge data science team. The data science team at FocusKPI build models and machine learning algorithms that power all our clients’ ad-tech/mar-tech products at scale, develop methodology and tools to precisely and effectively measure market campaign effects, and research in-house and public data sources for consumer spend behavior insights.
In this role, you'll be spearheading the company’s advanced predictive modeling and analytical innovation to bring the analytical capability to the next level. In addition, you'll be expected to play an important role in carrying out R&D agenda, and in product deliveries for different business on time and quality.

Duties and Responsibilities",FocusKPI Inc.,3.3,"Mountain View, CA",51 to 200 Employees,-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD)
Data Scientist,Employer Provided Salary:$58 - $67 Per Hour,Data Scientist,"IterationN is looking for Data Scientist/ Bioinformatics developer for one of their Atlanta projects. This will be contracting position at the vendor site. This position will support collaborations with diverse customers requesting bioinformatics and data science expertise related to Next Generation Sequencing (NGS). The ideal candidate will have demonstrated experience in NGS data analysis such as genome assembly, functional annotation, sequence alignment, variant detection, and phylogenetic analyses of viral, bacterial, fungal and protist genomes, transcriptomes and metagenomes, as well as demonstrated experience creating and modifying custom scripts and pipelines using Python (preferred), Perl, R and/or Java.
Primary Activities:
Develop, test, and deploy bioinformatics data pipelines and workflows using open-source (e.g. Tapis, Nextflow, Snakemake) and licensed proprietary platforms such as CLC Genomics Workbench or Geneious.
Develop and execute bioinformatics algorithms and workflows in high-performance computing environments, including cloud and hybrid-cloud execution environments.
Develop tools for visualizing complex biological datasets, including interpretation and communication of results and uncertainty.
Develop and maintain highly curated genomic sequence databases, signature databases for virulence and AMR markers, strain type and pathogen type markers.
Support and maintain relational databases (MySQL/PostgreSQL) as well as NoSQL (MongoDB) databases.",IterationN LLC,-1,"Atlanta Central City Post Offi, GA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,Data Scientist,"Our Story

Xandr is a technology platform powering one of the largest global Advanced TV and Video advertising marketplaces in the industry. For more than a decade, our data insights, premium content, powerful technology, and scaled direct-to-consumer distribution have given us a competitive edge — leading us to improving advertising for brands, publishers, and consumers.

How do we do this? With talented, passionate people like you! We bring together people from diverse backgrounds and give them an opportunity to bring their ideas to life. Join our community to Make Advertising Better!

The Team
The Data Science team at Xandr is responsible for driving algorithmic product innovation across the company. Our projects underlie major features for both buyers and sellers on our platform, as well as the marketplace design for our ad exchange itself. We combine elements of theory with the practical tools and techniques for exploring vast quantities of data, all with the aim of designing effective algorithms to achieve product goals. Data Science partners closely with Engineering, Product, and Data Analytics to ensure that our solutions are solving the right business problem, are scaling as needed, and are achieving the expected results for our clients.

As a team, we have diverse set of backgrounds (math, physics, engineering, operations research, statistics, econometrics, political science) and a spectrum of credentials (about half have PhDs). Our culture centers on collaborating, continuously learning and teaching, and producing effective solutions for our users, whether they rely on elegant theory or on simple heuristics and empirical evidence. We love that our contributions further Xandr’s position as a pioneer and thought leader in the AdTech industry, but we measure our efforts based on the impact and value we create for our clients and internal teammates.

The Data Scientist role is perfect for someone who is passionate about combining deep technical understanding, broad domain knowledge, and creative problem-solving skills to design products that make a measurable impact for our users.",AT&T,3.6,"New York, NY",10000+ Employees,1983,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Statistician (Data Scientist),Employer Provided Salary:$53K - $146K,Data Scientist,"Duties
Summary
WHAT IS THE RESEARCH, APPLIED ANALYTICS AND STATISTICS (RAAS) DIVISION?
Research, Applied Analytics, and Statistics (RAAS) anticipates and meets customers’ needs by providing leading research, analytical, statistical, and technology services. RAAS provides an intellectually challenging and supportive environment for our employees.
See Other Information for Locations.",US Internal Revenue Service,3.7,"Charlotte Amalie, VI",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist - Data Analytics,-1,Data Scientist,"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the .",Costco Wholesale,4.1,"Seattle, WA",10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
Data & Applied Scientist,-1,Data Scientist,"At the Web Data team we're looking for a passionate Senior Applied Scientist to help us on our mission of employing deep learning to understand all the data on the web; the largest store of information in human history. With this understanding we power end-user experiences across a variety of areas, including:
Relevance of search results on com
Question answering
Recommender systems

As a team, we play a central role in document understanding and aggregation of data across documents leveraging the web graph. Work in our team is unique in that you'll be able to work with trillions of documents, which pushes the boundaries of our infrastructure and computational resources. Moreover, it provides interesting challenges that haven't been encountered before, thereby combining research and product applications.",Microsoft,4.4,"Bellevue, WA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Data Scientist, Creation Platform",-1,Data Scientist,"Data, Research & Insights
Data Science
About Creation Platform
Location
New York or Remote Americas
Job type
Permanent
Spotify is a global community of over 250 million music fans, artists, and now podcasters. It's always been our mission to make audio more accessible for everyone, and create innovative ways for creators and fans to connect with each other.

Creation Platform is the team within Spotify responsible for building the best tools for audio creators. We have two platforms that help us deliver a great creator experience: Anchor, (the platform that allows you to create, distribute, monetize, and grow a podcast, all for free;) and Spotify for Podcasters, (the platform that makes it easy to understand and engage with your listeners on Spotify.",Spotify,4.2,"New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist with statistics focus – entry level,-1,Data Scientist,"Data Scientist with MS in Statistics or Biostatistics

No C2C, must be our W2 employee, will consider qualified OPT EAD

Must relocate to West Sacramento, CA after the pandemic

Required Qualifications:
MS in biostatistics or statistics.
Sophisticated programming skill in R, Python, and experience in SAS.
Good at a wide range of statistical techniques including, but not limited to, experimental design, general and generalized linear mixed models, multivariate statistics, non-parametric analysis, and statistics.",Envision,-1,"West Sacramento, CA",51 to 200 Employees,-1,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Machine Learning Engineer,-1,Machine Learning Engineer,"Tempus Ex is the technological vanguard for the sports and entertainment industry. Harnessing the latest AI, ML, and data science technologies from the autonomous driving space alongside unparalleled access to sports, entertainment and technology leaders, we have partnered with top global sports leagues, broadcasters, and gaming companies to bring sports technology into the 21st century.
Utilizing our unprecedented access, we R&D at the world's biggest sporting events, developing a stack of cloud and edge compute ML systems which deliver bleeding-edge data sets for broadcast, gaming, fantasy, analytics, statistics, and much more.
Led by a team hailing from the sports and technology sectors, we are always on the lookout for the next generation of self starters driven by a desire to bring the Silicon Valley ethos of disruption and state-of-the-art technologies to revolutionize sports and entertainment. You'll be in great company, counting alumni from Apple, BitTorrent, Facebook, Intel and Tesla as your colleagues.",Tempus Ex,-1,"Austin, TX",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,Employer Provided Salary:$90K - $217K,Data Scientist,"Role: Data Science
Location: Anywhere in USA POST COVID
Duration: 6-12 Months
Please share profiles for below JD
Key Responsibilities include, but are not limited to:
Collaborate with business teams to develop production grade machine learning models on large-scale datasets and improve customers’ overall shopping experience
Enhance and apply customer lifetime value models to support various business decision making",CTS,3.9,"New York, NY",51 to 200 Employees,2008,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
"Data Scientist, Advanced Analytics",-1,Data Scientist,"JOB SUMMARY: Design, develop and evaluate advanced predictive and machine learning models with a focus on the personalization and optimization of audience first, marketing tactics. Analyze and extract relevant information about guest behaviors and preferences from both structured and unstructured data to better understand marketing opportunities. Conduct advanced analysis on various marketing efforts to gauge performance, impact and effectiveness against the desired results. Responsible for building efficient and scalable automated data processes that prep and standardize various data sources in support of personalization. Delivers accurate, clear, concise insights and visualizations leveraging predictive results that inform and inspire internal stakeholders to make better business decisions.
MAJOR RESPONSIBILITIES:
Mine data to detect patterns, opportunities and insights via advanced analytical techniques to drive Personalization and Audience Strategy. Conduct analyses utilizing 1st Party and appended information about audiences to facilitate the right content, at the right time, across a guest’s planning, shopping, and on-property experience.",Universal Orlando,4.0,"Orlando, FL",10000+ Employees,1987,Subsidiary or Business Segment,"Hotels, Motels, & Resorts",Travel & Tourism,$1 to $2 billion (USD)
Senior AWS Data Scientist,-1,Data Scientist,"Senior AWS Data Scientist
100% Remote
6 month contract
USC / GC -W2 only
Required skills:
- Minimum 10 years of experience
- Senior level experience, data visualization
- AWS Sagemaker experience
- Classification models
- Time Series models
- Reinforcement learning
- Regression",Waynsys,-1,Remote,-1,-1,-1,-1,-1,-1
Data Scientist PhD,-1,Data Scientist,"Do you enjoy design research and analytic frameworks? How would you like to use your creative and analytical skills alongside business leadership in your everyday work? If this sounds appealing, we would love to hire someone with your skills and abilities!
As a PhD Data Scientist, you'll be using Big Data and advanced analytics to direct the engagement of our business leaders.

Collaborating actively across functional partners and senior management to accomplish various project objectives.
Executing research and analytics, including data source identification, processing, model/algorithm development.
Turning insights into actionable recommendations which will drive business value creation.",Procter & Gamble,4.2,"Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Junior Data Scientist,-1,Data Scientist,"Overview:
Gryphon Technologies is a premier engineering and technical services provider supporting National Security programs. Gryphon is the federal Government’s partner working in support of mission critical systems in every phase of their lifecycle. We are proud of our ability to help shape tomorrow, while ensuring today’s U.S. and coalition forces can carry out their critical missions and tasks.

Gryphon is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Responsibilities:
GENERAL DUTIES:

Qualifications:",Gryphon Technologies,3.4,Remote,1001 to 5000 Employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Data Scientist,-1,Data Scientist,"Toyota Connected's Mobility team is responsible for building and managing our connected vehicle platforms, supporting product research using vehicle sensor data and creating new and exciting data services for Toyota customers that makes driving safer, more convenient, and fun. We're looking for a Data Scientist capable of using machine learning and statistical techniques to create state-of-the-art solutions for non-trivial, and arguably, unsolved problems. If you are results driven, interested in how to apply advanced Machine Learning techniques, would love to work with vehicle telemetry data and video, are deeply technical, highly innovative and long for the opportunity to build solutions for challenging problems that directly impact the company's bottom-line, we want to talk to you.
Responsibilities:
Use statistical and machine learning techniques to create scalable solutions for vehicle telemetry data and video analysis, and assist in performing R&D to drive discovery of new generation mobility products",Toyota Connected North America,3.4,"Plano, TX",51 to 200 Employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"Data Scientist, Operations",-1,Data Scientist,"Do you want to help connect people all over the world, and work on a team building the next generation of planet-scale AR games? We're looking for hardworking people to help our company become more data-focused - folks with the ability to be dedicated, thorough, and independent while working in a dynamic, fast-paced environment.
Responsibilities
You will work with a team of hard-working analytics and data science professionals and directly with cross-functional teams to identify business opportunities, optimize product performance, and/or develop operational strategy.
You will analyze large-scale structured and unstructured data and develop deep-dive analyses and models that drive value for our players and our games.
Have a ""product first"" mentality that aligns with our mission, values and strategy.",Niantic,3.5,"Sunnyvale, CA",501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable
Data Scientist with statistics focus – entry level,-1,Data Scientist,"Data Scientist with MS in Statistics or Biostatistics

No C2C, must be our W2 employee, will consider qualified OPT EAD

Must relocate to West Sacramento, CA after the pandemic

Required Qualifications:
MS in biostatistics or statistics.
Sophisticated programming skill in R, Python, and experience in SAS.
Good at a wide range of statistical techniques including, but not limited to, experimental design, general and generalized linear mixed models, multivariate statistics, non-parametric analysis, and statistics.",Envision,-1,"West Sacramento, CA",51 to 200 Employees,-1,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: We are hiring for a Data Scientist - someone who will build data products to improve our operational efficiency and enable data-driven capacity planning.",PayPal,4.1,"New York, NY",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
Payment Data Scientist,-1,Data Scientist,"Albertsons Companies is one of the largest food and drug retailers with 2,300+ stores. The Albertsons Companies family of brands includes some of the most prominent brands in food retailing, with a growing base of loyal shoppers. Thanks to the professionalism, diversity, spirit, and friendliness of our people, we have locations across the U.S.

The Technology Department has an opening for a Payment Data Scientist. This position is located in Pleasanton, California.

The Payments team is newly formed and will oversee the strategic and operational infrastructure required to support a consumer-focused brand, in both a physical and digital world. In this role, you'll be joining a Data Science team under Payments focusing on driving the future vision of payments technology and building world class products. The ideal candidate will be a self-starter, who has an eye for detail, is extremely thorough, and works well with ambiguity. Additionally, proficiency with SQL and data analytics is required.",Albertsons Companies,3.4,"Pleasanton, CA",10000+ Employees,1939,Company - Public,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"Company Description

Proximate Technologies Inc is in staffing and consulting since 2004, we are immensely successful in creating a global network of highly adopt intelligent workforce that can help you achieve critical projects and goals. Keeping pace with projects and being on the lookout for the extremely talented individuals has become even more challenging and here is where Proximate comes in to play!
We have been providing top consulting services and we are one of the fastest growing IT Consulting Firm in this complex job market with cutting-edge technologies in project implementing services and client recruitment capabilities. Our vision is to support services needs of our clients and offer them technology-driven business solutions that meet their goals and corporate objectives.",Proximate Technologies Inc.,3.7,"Houston, TX",1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD)
,-1,Data Scientist,"Company Description

Medable's mission is to get effective therapies to patients faster. We provide an end-to-end, cloud-based platform with a flexible suite of tools that allows patients, healthcare providers, clinical research organizations and pharmaceutical sponsors to work together as a team in clinical trials. Our solutions enable more efficient clinical research, more effective healthcare delivery, and more accurate precision and predictive medicine. Our target audiences are patients, providers, principal investigators, and innovators who work in healthcare and life sciences.
Our vision is to accelerate the path to human discovery and medical cures. We are passionate about driving innovation and empowering consumers. We are proactive, collaborative, self-motivated learners, committed, bold and tenacious. We are dedicated to making this world a healthier place.",Medable,4.2,"Palo Alto, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist Masters,-1,Data Scientist,"Do you enjoy design research and analytic frameworks? Use your creative and analytical skills to influence business leadership and get results. If this sounds like fun, we would love to hire someone with your skills and abilities.
As a Data Scientist, you'll be using Big Data and advanced analytics to direct the engagement of our business partners. Collaborate across functional partners and senior management to achieve various project objectives. We need someone who can execute research and analytics, including data source identification, processing, model/algorithm development. Ultimately you will be turning insights into impactful recommendations which will drive business value creation!
We need someone who is technically capable as a Data Scientist. You will get your hands dirty in the data, demonstrating artificial intelligence and analytic tools (R, Python, Scala, Spark, TensorFlow, Hadoop, KNIME, etc.) to unlock business building insights in our mountains of data. We are looking for you to be adept at demonstrating such technologies for solving ad hoc business problems, innovating on potential future solutions, and working with technology partners to translate your innovations into robust, scaled, analytic solutions.",Procter & Gamble,4.2,"Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Associate Data Scientist,-1,Data Scientist,"Agency :
Havas Edge San Diego
Job Description Summary :
Havas Edge is seeking an Associate Data Scientist to join our Analytics practice and support our Data Scientist with the development of accurate models that predict impact of tactical media activities on our clients’ business.

Our Analytics team provides insights and actionable results to a wide variety of stakeholders across the organization in support of their decision making. The team partners and collaborates with multiple departments across the company to design, develop and implement cutting-edge data pipelines, data products, data models, reports, analyses, and machine learning applications.

You will work with our Data Scientists, Analysts, Engineers, and internal stakeholders to ensure that the most relevant real-time and historical data is identified, tracked, analyzed, and made actionable across our client portfolio.

The key skills you will grow proficient in are Bayesian and statistical model building, optimization modeling, mathematics, and R/Python coding.
Permanent",Havas Media,3.6,"Carlsbad, CA",5001 to 10000 Employees,1978,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Machine Learning Engineer,Employer Provided Salary:$67 - $77 Per Hour,Machine Learning Engineer,"Machine Learning Engineer
RTP/NC and San jose CA
12+ Months
Must Skills:
· Experience applying various machine learning techniques, and understanding the key parameters that affect their performance.
· Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships.",Digital Dhara,3.0,"San Jose, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analytics Associate,-1,Data Analyst,"Company Description

Do you want beneficial technologies being shaped by your ideas? Whether in the areas of mobility solutions, consumer goods, industrial technology or energy and building technology – with us, you will have the chance to improve quality of life all across the globe. Welcome to Bosch.
Position your career for long term success by joining the world's most admired motor vehicle parts supplier as ranked by Fortune for the third consecutive year.

Job Description

As a Data Analytics Associate, you will assist with the development of tools & reports for the Order to Cash (O2C) team. The O2C team is a key lever for customer satisfaction, productivity, and profitability within the process performance workflow.",Bosch Group,4.0,"Oak Brook, IL",10000+ Employees,1886,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD)
Entry Level Data Scientist,-1,Data Scientist,"About FieldLevel
FieldLevel is the athletic recruiting network. Helping athletes find the right teams and coaches the best talent for their rosters. FieldLevel goes beyond helping organize and streamline the recruitment process. Our network introduces a new level of trust into recruiting by allowing coaches to advocate for their athletes directly. The result? Talent finds the right team.
Each year over 18,000 high school athletes commit to college programs through FieldLevel. We play a critical role in the lives of our coaches and athletes, supporting them on their journey to play at the next level. At the end of the day, we succeed when our members succeed.
At FieldLevel a diverse, inclusive, and equitable workplace is one where all employees, whatever their gender, race, ethnicity, national origin, age, sexual orientation or identity, education or disability, feels valued and respected. We are committed to a nondiscriminatory approach and provide equal opportunity for employment and advancement for all employees. We respect and value diverse life experiences and heritages and ensure that all voices are valued and heard.",FieldLevel,-1,California,-1,-1,-1,-1,-1,-1
Data Scientist - Data Analytics,-1,Data Scientist,"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the .",Costco Wholesale,4.1,"Seattle, WA",10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
"Data Scientist, Analytics",-1,Data Scientist,"As a Data Scientist at Facebook, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Facebook, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Facebook. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",Facebook,4.3,"Burlingame, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"Designs, develops and applies programs, methodologies and systems based on advanced analytic models (e.g. advanced statistics, operations research, computer science, process) to transform structured and unstructured data into meaningful and actionable information insights that drive decision making.
Uses visualization techniques to translate analytic insights into understandable business stories (eg. descriptive, inferential and predictive insights).
Embeds analytics into client’s business processes and applications. Combines business acumen and scientific methods to solve business problems.

Uses visualization techniques to translate analytic insights into understandable business stories (eg. descriptive, inferential and predictive insights).

1087223",Hewlett Packard Enterprise,4.0,"San Jose, CA",10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist PhD,-1,Data Scientist,"Do you enjoy design research and analytic frameworks? How would you like to use your creative and analytical skills alongside business leadership in your everyday work? If this sounds appealing, we would love to hire someone with your skills and abilities!
As a PhD Data Scientist, you'll be using Big Data and advanced analytics to direct the engagement of our business leaders.

Collaborating actively across functional partners and senior management to accomplish various project objectives.
Executing research and analytics, including data source identification, processing, model/algorithm development.
Turning insights into actionable recommendations which will drive business value creation.",Procter & Gamble,4.2,"Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
